City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.66,81,21,9.91,few clouds
470,Japura,ID,-0.3167,102.35,73.4,93,8,1.28,clear sky
471,Ler,SS,8.3018,30.1418,88.95,39,96,3.6,overcast clouds
472,Cedar City,US,37.6775,-113.0619,59.4,37,0,3.44,clear sky
473,Tres Picos,MX,15.8667,-93.5333,91.62,53,90,8.21,overcast clouds
474,Itoman,JP,26.1247,127.6694,64.42,77,75,13.8,broken clouds
475,Saint George,US,37.1041,-113.5841,75.63,21,0,4.0,clear sky
476,Lavrentiya,RU,65.5833,-171.0,-8.03,89,22,11.16,few clouds
477,Celestun,MX,20.8667,-90.4,83.61,66,39,14.56,scattered clouds
478,Zhanaozen,KZ,43.3,52.8,55.96,56,45,9.04,scattered clouds
479,Bandarbeyla,SO,9.4942,50.8122,79.29,75,94,4.45,overcast clouds
480,Rosetta,EG,31.4044,30.4164,61.88,75,3,9.62,clear sky
481,Vanavara,RU,60.34,102.2797,-1.7,99,42,3.36,scattered clouds
482,Salalah,OM,17.0151,54.0924,78.44,63,1,2.62,clear sky
483,Boca Do Acre,BR,-8.7522,-67.3978,88.27,54,74,1.57,broken clouds
484,Chenghai,CN,23.4632,116.768,51.71,93,0,2.24,clear sky
485,Khonsa,IN,27.0167,95.5667,61.32,98,98,3.2,overcast clouds
486,Basco,PH,20.4487,121.9702,74.41,78,100,32.14,overcast clouds
487,Khash,IR,28.2211,61.2158,67.69,12,0,3.74,clear sky
488,Hammerfest,NO,70.6634,23.6821,25.25,68,40,9.22,scattered clouds
489,Klyuchi,RU,52.2667,79.1667,38.3,78,98,7.23,overcast clouds
490,Sur,OM,22.5667,59.5289,82.44,46,9,9.08,clear sky
491,Languyan,PH,5.2618,120.0807,77.56,88,50,4.83,scattered clouds
492,Alofi,NU,-19.0595,-169.9187,75.09,94,89,3.44,overcast clouds
493,Umm Kaddadah,SD,13.6017,26.6876,84.74,9,100,12.19,overcast clouds
494,Tuxtepec,MX,18.1,-96.1167,99.23,29,6,4.21,clear sky
495,Port Hardy,CA,50.6996,-127.4199,42.98,87,100,3.44,light intensity shower rain
496,Kruisfontein,ZA,-34.0033,24.7314,61.88,84,89,1.66,overcast clouds
497,Cayenne,GF,4.9333,-52.3333,82.44,1,40,10.36,scattered clouds
498,Hervey Bay,AU,-25.2986,152.8535,68.02,92,2,5.99,clear sky
499,Alekseyevsk,RU,57.8406,108.3492,5.14,98,100,3.65,overcast clouds
500,Puri,IN,19.8,85.85,79.9,87,8,20.83,clear sky
501,Kalmunai,LK,7.4167,81.8167,78.73,81,2,3.87,clear sky
502,Sept-Iles,CA,50.2001,-66.3821,43.32,36,20,8.05,few clouds
503,Bama,NG,11.5221,13.6856,88.56,9,73,9.06,broken clouds
504,Ostrovnoy,RU,68.0531,39.5131,15.84,92,100,6.58,overcast clouds
505,Panzhihua,CN,26.5851,101.7128,63.19,59,100,0.22,overcast clouds
506,Maputo,MZ,-25.9653,32.5892,80.28,86,0,12.66,clear sky
507,Sira,IN,13.7453,76.9092,80.62,32,73,4.12,broken clouds
508,San Vicente,AR,-26.6167,-54.1333,76.77,65,100,3.53,overcast clouds
509,Carballo,ES,43.213,-8.691,48.0,68,4,12.33,clear sky
510,Diego De Almagro,CL,-26.3667,-70.05,78.28,17,0,12.62,clear sky
511,Mount Gambier,AU,-37.8333,140.7667,46.31,100,38,5.75,mist
512,Baihar,IN,22.1,80.55,78.24,17,0,2.3,clear sky
513,Saint Anthony,US,45.0205,-93.218,43.25,69,100,8.05,snow
514,Hondo,JP,32.45,130.2,51.49,58,0,7.65,clear sky
515,Krasnyy Yar,RU,46.5331,48.3456,64.33,45,100,7.63,overcast clouds
516,Aloleng,PH,16.1307,119.7824,78.73,71,74,7.63,broken clouds
517,Hualmay,PE,-11.0964,-77.6139,73.51,75,17,10.54,few clouds
518,Teacapan,MX,22.55,-105.75,76.03,62,0,10.13,clear sky
519,Tingo Maria,PE,-9.2895,-76.0088,85.01,55,34,3.89,scattered clouds
520,Egvekinot,RU,66.3167,-179.1667,-7.58,83,62,16.89,broken clouds
521,Lazaro Cardenas,MX,17.9583,-102.2,80.58,58,60,9.91,broken clouds
522,Shimoda,JP,34.6667,138.95,49.1,91,100,18.07,moderate rain
523,Kutum,SD,14.2,24.6667,79.27,11,100,9.73,overcast clouds
524,Korla,CN,41.7597,86.1469,57.02,23,0,3.51,clear sky
525,Pemangkat,ID,1.1667,108.9667,77.52,86,87,2.8,overcast clouds
526,Okhotsk,RU,59.3833,143.3,17.02,92,100,8.77,overcast clouds
527,Gadung,PH,6.8025,124.02,78.49,80,95,3.56,overcast clouds
528,Glencoe,ZA,-28.1783,30.147,56.28,91,99,4.0,overcast clouds
529,Pangai,TO,-19.8,-174.35,78.91,83,75,5.75,broken clouds
530,Teknaf,BD,20.8624,92.3058,76.33,90,14,5.48,few clouds
531,Pimenta Bueno,BR,-11.6725,-61.1936,84.99,71,24,3.51,few clouds
532,Brigg,GB,53.552,-0.4921,46.98,62,100,12.66,overcast clouds
533,Kaka,TM,37.3482,59.6143,72.09,18,24,4.85,few clouds
534,Tual,ID,-5.6667,132.75,81.7,66,51,2.06,broken clouds
535,Salinas,US,36.6777,-121.6555,75.99,64,0,12.66,clear sky
536,Touros,BR,-5.1989,-35.4608,79.02,85,99,11.7,overcast clouds
537,Coihaique,CL,-45.5752,-72.0662,53.55,58,75,8.05,light intensity shower rain
538,Yichang,CN,30.7144,111.2847,60.3,70,100,1.88,overcast clouds
539,Grande Prairie,CA,55.1667,-118.8027,50.18,32,75,6.91,broken clouds
540,Srednekolymsk,RU,67.45,153.6833,-18.94,100,95,1.5,overcast clouds
541,South Venice,US,27.0531,-82.4243,77.27,83,100,5.75,haze
542,Duki,PK,30.1541,68.5728,69.55,8,100,6.26,overcast clouds
543,Jiwani,PK,25.05,61.7417,78.22,72,6,1.99,clear sky
544,Almaznyy,RU,48.0448,40.045,47.19,81,100,21.3,overcast clouds
545,Hue,VN,16.4667,107.6,64.51,88,75,3.44,broken clouds
546,Tome,CL,-36.6167,-72.95,61.41,47,0,13.94,clear sky
547,Mega,ET,4.05,38.3,66.79,43,83,11.61,broken clouds
548,Nuevo Progreso,MX,23.1667,-97.95,86.54,48,67,11.01,broken clouds
549,Codrington,AU,-38.2667,141.9667,58.39,85,100,5.39,overcast clouds
550,Canchungo,GW,12.0672,-16.0333,80.73,50,23,10.87,few clouds
551,Aguimes,ES,27.9054,-15.4461,63.23,88,75,11.5,broken clouds
552,El Tigre,VE,8.8875,-64.2454,90.01,39,39,11.83,scattered clouds
553,Sagaing,MM,21.8787,95.9797,80.55,60,88,7.99,overcast clouds
554,Sande,DE,53.5049,8.0142,41.02,74,59,8.81,broken clouds
555,Astoria,US,46.1879,-123.8313,53.49,79,100,17.0,overcast clouds
556,Talcahuano,CL,-36.7167,-73.1167,62.28,51,0,19.57,clear sky
557,Birin,NP,26.8865,88.0718,59.34,80,59,2.24,broken clouds
558,Pontalina,BR,-17.525,-49.4472,84.47,55,12,4.25,few clouds
559,Wanning,CN,18.8003,110.3967,66.58,77,100,11.74,overcast clouds
560,Jumla,NP,29.2747,82.1838,46.09,49,28,4.36,scattered clouds
561,Yerbogachen,RU,61.2767,108.0108,4.14,96,93,6.11,overcast clouds
562,Kiama,AU,-34.6833,150.8667,62.08,74,0,1.99,clear sky
563,Kalamazoo,US,42.2506,-85.55,47.35,61,100,3.44,overcast clouds
564,Berlevag,NO,70.8578,29.0864,28.35,64,75,16.11,broken clouds
565,Porto-Vecchio,FR,41.591,9.2795,47.73,66,0,12.66,clear sky
566,Erenhot,CN,43.6475,111.9767,45.48,25,32,14.63,scattered clouds
567,Evensk,RU,61.95,159.2333,5.05,86,35,5.26,scattered clouds
568,Hami,CN,42.8,93.45,53.71,25,0,8.46,clear sky
569,Namibe,AO,-15.1961,12.1522,70.88,80,100,8.79,overcast clouds
570,Lodingen,NO,68.414,15.9951,28.35,71,100,7.05,overcast clouds
571,Marfino,RU,55.7028,37.3822,31.91,53,0,4.47,clear sky
572,Locri,IT,38.2414,16.2623,50.32,75,100,8.19,light rain
573,Mitsamiouli,KM,-11.3847,43.2844,81.7,75,16,5.06,few clouds
574,Pag,HR,44.445,15.0575,43.38,60,1,10.0,clear sky
575,Timra,SE,62.487,17.3257,28.08,93,40,2.3,scattered clouds
576,Valdivia,CL,-39.8142,-73.2459,60.89,57,65,3.65,broken clouds
577,Shumskiy,RU,54.8318,99.1328,24.46,95,100,2.59,light snow
578,Roebourne,AU,-20.7833,117.1333,80.69,70,0,10.56,clear sky
579,Bo Phloi,TH,14.3236,99.5161,75.31,58,100,7.65,overcast clouds
580,Mishan,CN,45.55,131.8833,38.89,57,0,6.73,clear sky
581,Innisfail,AU,-17.5333,146.0333,74.35,90,48,3.69,scattered clouds
582,Carnduff,CA,49.1667,-101.8009,42.39,50,100,2.35,overcast clouds
583,Harper,LR,4.375,-7.7169,80.31,82,100,9.55,overcast clouds
584,Tiarei,PF,-17.5333,-149.3333,84.22,76,32,12.71,light rain
585,Ambon,ID,-3.6954,128.1814,80.74,78,40,3.44,scattered clouds
586,Douglas,US,41.3,-96.167,64.31,48,100,12.66,overcast clouds
587,Naryan-Mar,RU,67.6713,53.087,9.73,94,100,10.25,overcast clouds
588,Zhangjiakou,CN,40.81,114.8794,45.1,33,10,3.29,clear sky
589,Itamaraca,BR,-7.7478,-34.8256,84.25,79,51,10.71,broken clouds
590,Chara,RU,56.9064,118.2631,1.11,75,99,4.61,overcast clouds
591,Ahipara,NZ,-35.1667,173.1667,64.74,86,3,2.24,clear sky
592,Ludvika,SE,60.1496,15.1878,39.0,72,100,6.62,overcast clouds
593,Rockport,US,28.0206,-97.0544,82.44,70,20,17.27,few clouds
594,Phalombe,MW,-15.8064,35.6507,67.01,97,17,2.24,few clouds
595,Champerico,GT,14.3,-91.9167,95.54,60,2,13.91,clear sky
596,Kijang,KR,35.2442,129.2139,44.33,64,0,4.03,clear sky
597,Binga,ZW,-17.6203,27.3414,74.73,73,44,4.54,scattered clouds
598,Jalingo,NG,8.8833,11.3667,87.93,26,100,1.52,overcast clouds
599,Washougal,US,45.5826,-122.3534,55.49,67,100,9.22,overcast clouds
600,Labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds
601,Katherine,AU,-14.4667,132.2667,75.52,64,39,4.61,scattered clouds
602,Bata,GQ,1.8639,9.7658,80.51,80,46,4.45,scattered clouds
603,Yaya,RU,56.206,86.44,26.11,94,100,8.28,overcast clouds
604,Pathein,MM,16.7833,94.7333,77.72,70,93,2.75,overcast clouds
605,Vostok,RU,46.4856,135.8833,27.46,82,0,7.02,clear sky
606,Turkistan,KZ,43.0,68.0,65.37,31,67,5.66,broken clouds
607,Dukat,RU,62.55,155.55,-6.59,100,71,2.57,broken clouds
608,Shingu,JP,33.7333,135.9833,49.66,88,97,5.99,overcast clouds
609,Vilhena,BR,-12.7406,-60.1458,88.02,55,75,6.91,broken clouds
610,Newport,GB,51.5877,-2.9984,46.26,70,100,11.63,overcast clouds
611,Alakurtti,RU,66.9672,30.3491,19.22,98,98,1.81,light snow
612,San Isidro,PE,-12.1167,-77.05,75.51,80,0,11.5,clear sky
613,Xingcheng,CN,40.6167,120.7167,44.31,75,1,13.09,clear sky
614,Nassjo,SE,57.6531,14.6968,32.92,75,100,9.6,overcast clouds
615,Cortez,US,37.3489,-108.5859,64.04,37,100,8.61,overcast clouds
616,Belmonte,BR,-15.8631,-38.8828,80.98,72,3,8.05,clear sky
617,Mitu,CO,1.1983,-70.1733,81.07,84,81,2.73,broken clouds
618,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,17.27,scattered clouds
619,Vavatenina,MG,-17.4667,49.2,70.57,99,25,2.17,scattered clouds
620,Macas,EC,-2.3167,-78.1167,83.95,51,20,9.22,few clouds
621,Port Pirie,AU,-33.1833,138.0167,50.09,58,13,3.85,few clouds
622,Gonen,TR,40.1049,27.654,49.84,60,79,5.73,broken clouds
623,Tekeli,KZ,44.83,78.8239,39.4,46,44,12.08,scattered clouds
624,Canutama,BR,-6.5339,-64.3831,86.86,58,66,0.63,broken clouds
625,Bud,US,39.447,-86.1758,59.76,44,4,11.05,clear sky
626,Daru,PG,-9.0763,143.2092,78.01,85,27,6.58,scattered clouds
627,Tokur,RU,53.1333,132.9,30.58,98,100,7.16,snow
628,Shorewood,US,41.52,-88.2017,55.06,58,100,4.61,overcast clouds
629,Bacolod,PH,10.6667,122.95,78.15,84,98,11.52,overcast clouds
630,Sakakah,SA,29.9697,40.2064,78.37,11,6,8.41,clear sky
631,Scarborough,GB,54.2797,-0.4044,44.65,75,100,5.99,overcast clouds
632,Quelimane,MZ,-17.8786,36.8883,80.55,83,0,7.0,clear sky
633,Broken Hill,AU,-31.95,141.4333,49.71,76,0,0.0,clear sky
634,Kondopoga,RU,62.2057,34.2614,28.08,98,61,2.13,broken clouds
635,Nyaunglebin,MM,17.95,96.7333,77.27,62,64,1.63,broken clouds
636,Tambun,ID,-6.2641,107.0712,84.47,74,100,2.62,overcast clouds
637,Solikamsk,RU,59.6196,56.7729,39.43,99,100,13.53,overcast clouds
638,Vargem Alta,BR,-20.6714,-41.0069,70.61,97,53,2.77,broken clouds
639,Atasu,KZ,48.6814,71.6433,37.11,71,100,5.44,overcast clouds
640,Camacha,PT,33.0833,-16.3333,58.42,67,75,25.32,broken clouds
641,Dunedin,NZ,-45.8742,170.5036,55.8,76,93,5.01,overcast clouds
642,Eureka,US,40.8021,-124.1637,60.67,69,100,8.99,overcast clouds
643,Maki,JP,37.75,138.8833,42.91,86,100,5.5,overcast clouds
644,Chiang Klang,TH,19.2938,100.8617,67.6,75,38,1.21,scattered clouds
645,Muros,ES,42.7762,-9.0603,49.08,52,0,19.69,clear sky
646,Gualaceo,EC,-2.9,-78.7833,74.86,73,97,4.97,light rain
647,Quezon,PH,7.7303,125.0989,70.81,92,98,2.84,overcast clouds
648,Moree,AU,-29.4667,149.85,60.82,94,100,8.05,overcast clouds
649,Tamale,GH,9.4008,-0.8393,82.62,56,91,12.37,light rain
650,Port Lincoln,AU,-34.7333,135.8667,58.87,83,0,3.38,clear sky
651,Khanpur,PK,28.6453,70.6567,78.76,8,23,3.31,few clouds
652,Corner Brook,CA,48.9667,-57.9484,37.56,96,100,12.82,overcast clouds
653,Price,US,39.5994,-110.8107,62.11,22,99,5.21,overcast clouds
654,Robertsport,LR,6.7533,-11.3686,79.43,86,100,10.98,overcast clouds
655,Tupik,RU,54.4253,119.9327,11.66,88,70,9.53,light snow
656,Gushikawa,JP,26.3544,127.8686,63.63,80,40,9.22,scattered clouds
657,Stornoway,GB,58.2093,-6.3865,49.96,94,100,17.27,overcast clouds
658,Santa Maria,BR,-29.6842,-53.8069,63.7,94,100,9.22,moderate rain
659,Viedma,AR,-40.8135,-62.9967,53.94,61,100,16.71,light rain
660,Dubai,AE,25.2582,55.3047,78.73,61,0,5.75,clear sky
661,Jadu,LY,31.953,12.0261,64.02,40,0,7.18,clear sky
662,Vanimo,PG,-2.6741,141.3028,77.31,87,100,2.48,overcast clouds
663,Hauterive,FR,46.0901,3.4459,38.16,94,87,2.95,overcast clouds
664,Maltahohe,NA,-24.8333,16.9833,61.79,28,0,9.84,clear sky
665,Mapiripan,CO,2.8892,-72.1256,84.47,69,98,4.88,overcast clouds
666,Chiredzi,ZW,-21.05,31.6667,76.21,67,60,6.82,broken clouds
667,Reyes,BO,-14.3167,-67.3833,87.28,46,0,3.83,clear sky
668,Bogande,BF,12.9714,-0.1436,94.37,19,72,8.7,broken clouds
669,Imeni Babushkina,RU,59.7573,43.1285,18.43,95,88,6.04,overcast clouds
670,Tigre,AR,-34.426,-58.5796,73.54,82,100,5.06,overcast clouds
671,Zatoka,UA,46.0725,30.4654,42.39,71,100,14.18,overcast clouds
672,Nichinan,JP,31.6,131.3667,49.51,58,0,6.49,clear sky
673,Alpena,US,45.0617,-83.4327,41.11,73,96,5.01,overcast clouds
674,Jining,CN,35.405,116.5814,45.32,77,17,8.39,few clouds
675,Caceres,ES,39.522,-6.3748,43.0,55,64,7.92,broken clouds
676,Antalaha,MG,-14.9003,50.2788,76.01,84,93,5.48,overcast clouds
677,Komsomolskiy,UZ,40.4272,71.7189,57.92,62,100,6.91,overcast clouds
678,Orlik,RU,52.5178,99.825,27.14,94,100,4.34,light snow
679,Acaponeta,MX,22.4964,-105.3594,91.29,31,0,8.77,clear sky
680,Alta Floresta,BR,-9.8756,-56.0861,80.42,83,40,6.91,scattered clouds
681,La Grande,US,45.3246,-118.0877,57.0,35,100,6.76,overcast clouds
682,Fomboni,KM,-12.28,43.7425,82.89,74,8,10.25,clear sky
683,Paita,PE,-5.0892,-81.1144,77.67,69,44,16.26,scattered clouds
684,Nanchang,CN,28.6833,115.8833,55.33,67,67,4.14,broken clouds
685,Dawei,MM,14.0833,98.2,72.09,62,98,9.13,overcast clouds
686,Tahe,CN,52.3333,124.7333,28.63,80,34,11.41,scattered clouds
687,Nelson,NZ,-41.2833,173.2833,61.29,88,1,1.01,clear sky
688,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.11,84,66,1.95,broken clouds
689,Pak Phanang,TH,8.3511,100.202,80.08,88,98,5.46,moderate rain
690,Wonthaggi,AU,-38.6044,145.5913,57.81,84,98,13.4,overcast clouds
691,Kyra,RU,49.5776,111.9753,28.0,82,69,2.06,broken clouds
692,Fairview,US,40.8126,-73.999,47.95,78,100,4.61,overcast clouds
693,Raudeberg,NO,61.9875,5.1352,34.47,92,100,4.72,light snow
694,Ngama,TD,11.7833,17.1667,90.55,8,100,6.76,overcast clouds
695,Hanzhong,CN,33.0728,107.0303,58.75,54,100,1.14,moderate rain
696,Chapayeve,UA,49.3662,35.8749,35.87,98,100,10.63,overcast clouds
697,Massakory,TD,12.996,15.7293,90.9,10,100,10.4,overcast clouds
698,Bowen,AU,-20.0167,148.2333,77.97,80,40,7.23,scattered clouds
699,Sharkan,RU,57.2989,53.8712,37.92,99,100,15.46,overcast clouds
700,Bilma,NE,18.6853,12.9164,87.26,5,3,5.79,clear sky
701,Lakatoro,VU,-16.0999,167.4164,77.0,87,100,13.35,overcast clouds
702,Fez,MA,34.0372,-4.9998,55.65,58,75,5.75,broken clouds
703,Pakxan,LA,18.3778,103.6601,64.17,61,84,4.43,broken clouds
704,Letka,RU,59.6011,49.4232,27.14,96,100,8.03,light snow
705,Gore,NZ,-46.1028,168.9436,45.05,97,97,1.83,overcast clouds
706,Najran,SA,17.4924,44.1277,72.25,15,10,0.92,clear sky
707,Rafai,CF,4.95,23.9167,75.85,63,77,3.85,broken clouds
