City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
388,Richards Bay,ZA,2022-03-29 07:06:32,-28.783,32.0377,78.42,61,0,16.91
389,Kon Tum,VN,2022-03-29 07:06:33,14.35,108.0,89.78,41,84,1.92
390,Yining,CN,2022-03-29 07:06:33,29.0361,114.5636,72.5,51,100,5.14
391,Severo-Kurilsk,RU,2022-03-29 07:06:33,50.6789,156.125,28.62,76,91,38.48
392,Taltal,CL,2022-03-29 07:06:34,-25.4,-70.4833,62.69,84,38,1.16
393,Boa Vista,BR,2022-03-29 07:06:16,2.8197,-60.6733,78.78,73,75,11.5
394,Okhotsk,RU,2022-03-29 07:06:34,59.3833,143.3,24.39,75,12,7.47
395,Vostok,RU,2022-03-29 07:06:34,46.4856,135.8833,40.17,78,96,12.84
396,Grafton,US,2022-03-29 07:06:35,42.207,-71.6856,18.82,55,0,16.11
397,Souillac,MU,2022-03-29 07:06:35,-20.5167,57.5167,84.58,65,40,3.44
398,Mogadishu,SO,2022-03-29 07:06:35,2.0371,45.3438,85.5,61,10,17.4
399,Anju,KP,2022-03-29 07:06:36,39.6178,125.6647,55.06,25,17,10.85
400,Port Blair,IN,2022-03-29 07:06:36,11.6667,92.75,86.04,74,40,5.75
401,Ziro,IN,2022-03-29 07:06:36,27.6333,93.8333,57.94,52,89,0.87
402,Kommunar,RU,2022-03-29 07:06:36,59.6206,30.39,26.51,80,100,6.42
403,Xining,CN,2022-03-29 07:06:37,36.6167,101.7667,53.46,26,100,10.94
404,Waitati,NZ,2022-03-29 07:06:37,-45.75,170.5667,59.81,74,100,1.99
405,Atasu,KZ,2022-03-29 07:06:37,48.6814,71.6433,34.77,98,100,28.43
406,Livingston,GB,2022-03-29 07:06:38,55.9029,-3.5226,41.81,98,75,1.14
407,Altamira,BR,2022-03-29 07:06:38,-3.2033,-52.2064,70.52,100,100,1.63
408,Anadyr,RU,2022-03-29 07:06:38,64.75,177.4833,-5.01,83,0,2.24
409,Rio Bueno,CL,2022-03-29 07:06:39,-40.3167,-72.9667,46.54,92,35,5.23
410,Liberal,US,2022-03-29 07:06:39,37.0431,-100.921,51.04,61,0,5.75
411,Shelburne,CA,2022-03-29 07:06:39,44.0787,-80.2041,14.76,84,49,8.57
412,Palu,ID,2022-03-29 07:06:40,-0.8917,119.8707,88.29,62,60,4.07
413,Tuensang,IN,2022-03-29 07:06:40,26.2833,94.8333,73.67,50,97,2.01
414,Kirensk,RU,2022-03-29 07:07:40,57.7853,108.1119,27.82,70,100,8.21
415,Ngunguru,NZ,2022-03-29 07:07:37,-35.6167,174.5,67.69,74,6,6.96
416,Anderson,US,2022-03-29 07:06:31,34.5334,-82.6499,48.78,63,0,3.44
417,Antalaha,MG,2022-03-29 07:07:41,-14.9003,50.2788,84.0,65,13,6.08
418,Yulara,AU,2022-03-29 07:07:41,-25.2406,130.9889,93.04,12,40,9.22
419,Hammerfest,NO,2022-03-29 07:04:51,70.6634,23.6821,27.05,80,75,21.85
420,Vredendal,ZA,2022-03-29 07:07:41,-31.6683,18.5012,66.58,72,28,7.61
421,Wairoa,NZ,2022-03-29 07:07:42,-39.0333,177.3667,63.55,99,64,1.99
422,Encarnacion,PY,2022-03-29 07:07:42,-27.3333,-55.9,72.12,83,0,3.44
423,Ilulissat,GL,2022-03-29 07:07:42,69.2167,-51.1,26.62,63,87,0.0
424,Bubaque,GW,2022-03-29 07:07:43,11.2833,-15.8333,77.63,67,23,11.16
425,Fort Saint James,CA,2022-03-29 07:07:43,54.4333,-124.25,27.21,90,17,2.21
426,Tessalit,ML,2022-03-29 07:07:43,20.1986,1.0114,78.91,9,8,14.29
427,Stephenville,US,2022-03-29 07:07:44,32.2207,-98.2023,69.24,68,0,14.97
428,Touros,BR,2022-03-29 07:07:44,-5.1989,-35.4608,78.39,83,100,10.54
429,Teguldet,RU,2022-03-29 07:07:44,57.3064,88.1667,34.25,96,100,6.78
430,Boyolangu,ID,2022-03-29 07:07:44,-8.1181,111.8935,84.15,75,63,2.3
431,Ouadda,CF,2022-03-29 07:07:45,8.0777,22.4007,87.71,8,31,7.92
432,Xuddur,SO,2022-03-29 07:07:45,4.1213,43.8894,86.16,37,37,22.41
433,Goderich,CA,2022-03-29 07:07:45,43.7501,-81.7165,26.91,62,100,17.4
434,Alice Springs,AU,2022-03-29 07:04:05,-23.7,133.8833,90.95,17,13,10.36
435,Nagua,DO,2022-03-29 07:07:46,19.3832,-69.8474,71.24,90,52,2.57
436,Kargasok,RU,2022-03-29 07:07:46,59.0556,80.8572,31.51,89,100,9.98
437,Manokwari,ID,2022-03-29 07:07:46,-0.8667,134.0833,82.85,74,100,12.86
438,Emerald,AU,2022-03-29 07:07:34,-23.5333,148.1667,88.34,32,0,13.6
439,Turayf,SA,2022-03-29 07:07:47,31.6725,38.6637,59.47,22,41,15.9
440,Baymak,RU,2022-03-29 07:07:47,52.5933,58.3225,18.32,82,100,17.31
441,Naze,JP,2022-03-29 07:07:47,28.3667,129.4833,64.67,84,98,14.18
442,Channel-Port Aux Basques,CA,2022-03-29 07:06:27,47.5702,-59.1367,33.62,97,100,13.31
443,Tura,IN,2022-03-29 07:07:47,25.5198,90.2201,90.28,27,27,3.58
444,Leningradskiy,RU,2022-03-29 07:07:48,69.3833,178.4167,-14.67,100,19,2.66
445,Dukat,RU,2022-03-29 07:07:48,62.55,155.55,5.47,93,100,7.92
446,Tautira,PF,2022-03-29 07:07:48,-17.7333,-149.15,82.02,73,20,16.42
447,Masterton,NZ,2022-03-29 07:07:49,-40.9597,175.6575,62.89,98,100,2.93
448,Kutahya,TR,2022-03-29 07:07:49,39.4242,29.9833,48.74,52,100,3.36
449,Inhambane,MZ,2022-03-29 07:07:49,-23.865,35.3833,80.38,58,5,10.83
450,High Prairie,CA,2022-03-29 07:07:49,55.4334,-116.4858,24.53,98,22,2.64
451,Hirara,JP,2022-03-29 07:07:50,24.8,125.2833,73.06,84,100,18.52
452,Zyryanka,RU,2022-03-29 07:07:50,65.75,150.85,12.02,85,33,5.5
453,Quilmana,PE,2022-03-29 07:07:50,-12.95,-76.3833,71.73,81,97,3.62
454,Hervey Bay,AU,2022-03-29 07:07:51,-25.2986,152.8535,84.02,56,99,5.99
455,Pozo Colorado,PY,2022-03-29 07:07:51,-23.4923,-58.7972,73.11,70,0,5.44
456,Waynesville,US,2022-03-29 07:07:51,35.4887,-82.9887,40.24,53,40,4.0
457,Ust-Kuyga,RU,2022-03-29 07:07:52,70.0167,135.6,10.02,85,100,3.27
458,Khor,RU,2022-03-29 07:07:52,47.8861,134.9464,39.76,81,100,16.04
459,Dalvik,IS,2022-03-29 07:07:52,65.9702,-18.5286,23.54,86,29,8.5
460,Merced,US,2022-03-29 07:07:52,37.1666,-120.7516,53.06,82,89,6.64
461,Ukiah,US,2022-03-29 07:05:02,39.1502,-123.2078,50.65,94,0,0.0
462,Plastun,RU,2022-03-29 07:08:54,44.7561,136.2939,43.65,74,100,10.27
463,Vanderhoof,CA,2022-03-29 07:06:23,54.0166,-124.0198,28.27,86,18,1.9
464,Ambanja,MG,2022-03-29 07:08:54,-13.6833,48.45,83.26,75,4,2.64
465,Kupino,RU,2022-03-29 07:08:54,54.3663,77.2981,31.28,96,99,11.05
466,Dillon,US,2022-03-29 07:08:55,34.4166,-79.3712,47.03,35,42,10.6
467,Saint-Augustin,CA,2022-03-29 07:08:55,51.226,-58.6502,31.48,93,100,13.49
468,Bichura,RU,2022-03-29 07:08:55,50.5881,107.6022,29.19,61,100,3.38
469,Petrolina De Goias,BR,2022-03-29 07:08:56,-16.095,-49.3381,67.37,75,73,3.11
470,San Luis,AR,2022-03-29 07:08:49,-33.295,-66.3356,66.61,60,0,7.14
471,Pemangkat,ID,2022-03-29 07:08:23,1.1667,108.9667,85.68,67,22,11.21
472,Ossora,RU,2022-03-29 07:08:56,59.2353,163.0719,24.64,91,100,13.89
473,Zambezi,ZM,2022-03-29 07:08:56,-13.5432,23.1047,67.12,95,100,3.69
474,Sobolevo,RU,2022-03-29 07:08:57,54.4299,31.8996,36.81,88,100,11.54
475,Aldan,RU,2022-03-29 07:08:57,58.6031,125.3894,20.97,87,100,13.71
476,Bilibino,RU,2022-03-29 07:08:57,68.0546,166.4372,1.81,85,100,4.54
477,Mitha Tiwana,PK,2022-03-29 07:08:58,32.2486,72.1108,99.1,6,0,7.49
478,Piojo,CO,2022-03-29 07:08:58,10.7485,-75.1078,75.76,84,99,10.85
479,Grand-Santi,GF,2022-03-29 07:08:58,4.25,-54.3833,69.91,99,100,2.1
480,Sorong,ID,2022-03-29 07:08:59,-0.8833,131.25,84.54,69,55,10.74
481,Tateyama,JP,2022-03-29 07:08:59,34.9833,139.8667,54.1,80,100,10.56
482,Fort Nelson,CA,2022-03-29 07:06:23,58.8053,-122.7002,29.16,97,100,2.59
483,Lugovoy,KZ,2022-03-29 07:08:59,42.9472,72.7644,45.66,77,100,27.04
484,Pyay,MM,2022-03-29 07:08:59,18.8167,95.2167,101.68,17,5,0.74
485,Moctezuma,MX,2022-03-29 07:09:00,29.8,-109.6667,63.41,28,55,6.17
486,Port Townsend,US,2022-03-29 07:09:00,48.117,-122.7605,48.18,85,14,1.01
487,Svobodnyy,RU,2022-03-29 07:09:00,51.4,128.1333,31.08,69,100,15.37
488,Havelock,US,2022-03-29 07:09:01,34.8791,-76.9013,40.98,58,6,5.01
489,Shiraz,IR,2022-03-29 07:09:01,29.6036,52.5388,63.84,8,0,0.0
490,Ayan,RU,2022-03-29 07:09:01,56.45,138.1667,22.23,83,100,5.68
491,Tambopata,PE,2022-03-29 07:09:02,-12.7333,-69.1833,73.53,90,92,2.51
492,Lompoc,US,2022-03-29 07:09:02,34.6391,-120.4579,54.12,83,14,11.99
493,Khatra,IN,2022-03-29 07:09:02,22.9833,86.85,103.95,6,100,9.31
494,Salekhard,RU,2022-03-29 07:09:03,66.53,66.6019,31.51,100,100,4.74
495,West Plains,US,2022-03-29 07:09:03,36.7281,-91.8524,47.23,50,100,11.5
496,Pendleton,US,2022-03-29 07:07:47,45.6721,-118.7886,54.88,78,20,4.0
497,Okha,RU,2022-03-29 07:09:03,53.5739,142.9478,31.05,85,100,9.73
498,Ulladulla,AU,2022-03-29 07:09:04,-35.35,150.4667,68.77,89,100,9.42
499,Abu Dhabi,AE,2022-03-29 07:04:23,24.4667,54.3667,77.11,57,0,17.27
500,Bulaevo,KZ,2022-03-29 07:09:04,54.9056,70.4439,32.4,98,100,14.65
501,Markova,UA,2022-03-29 07:09:04,48.6758,24.4138,54.28,51,100,10.65
502,Svetlaya,RU,2022-03-29 07:09:05,46.5389,138.3297,40.35,88,100,15.5
503,Yershov,RU,2022-03-29 07:06:12,51.3513,48.2766,35.65,92,84,23.8
504,Litovko,RU,2022-03-29 07:09:05,49.2361,135.1742,35.22,99,100,10.18
505,Keti Bandar,PK,2022-03-29 07:09:05,24.1447,67.4497,85.71,57,0,18.63
506,Jerez,GT,2022-03-29 07:09:06,14.1,-89.75,65.98,85,11,4.16
507,Sringeri,IN,2022-03-29 07:09:06,13.4167,75.25,94.1,35,0,6.13
508,Kokopo,PG,2022-03-29 07:10:06,-4.352,152.2633,83.17,75,100,12.08
509,Ndele,CF,2022-03-29 07:10:07,8.4109,20.6473,86.27,11,31,4.25
510,Hayden,US,2022-03-29 07:08:07,47.766,-116.7866,54.16,76,75,4.61
511,Beringovskiy,RU,2022-03-29 07:10:07,63.05,179.3167,-1.25,99,100,8.28
512,Paita,PE,2022-03-29 07:10:08,-5.0892,-81.1144,71.49,79,83,9.08
513,Benguela,AO,2022-03-29 07:10:08,-12.5763,13.4055,78.37,78,32,2.77
514,Samana,DO,2022-03-29 07:10:08,19.2056,-69.3369,72.48,88,20,4.97
515,Nelson Bay,AU,2022-03-29 07:09:10,-32.7167,152.15,73.99,91,100,11.95
516,Muisne,EC,2022-03-29 07:10:09,0.6,-80.0333,75.81,94,100,6.2
517,Thunder Bay,CA,2022-03-29 07:10:09,48.4001,-89.3168,5.02,98,56,1.52
518,Les Cayes,HT,2022-03-29 07:10:09,18.2,-73.75,73.94,78,100,8.32
519,Barpali,IN,2022-03-29 07:10:10,21.2,83.5833,104.13,7,94,8.19
520,Half Moon Bay,US,2022-03-29 07:10:10,37.4636,-122.4286,53.92,89,100,6.91
521,Bafia,CM,2022-03-29 07:10:10,4.75,11.2333,79.88,64,67,3.49
522,Marawi,PH,2022-03-29 07:10:11,7.9986,124.2928,78.91,77,100,3.8
523,Milkovo,RU,2022-03-29 07:10:11,54.7167,158.6167,30.25,78,97,6.17
524,Takoradi,GH,2022-03-29 07:10:11,4.8845,-1.7554,81.57,84,10,5.68
525,Kildinstroy,RU,2022-03-29 07:10:12,68.8049,33.1,25.11,93,75,8.95
526,Waren,DE,2022-03-29 07:10:12,53.5167,12.6833,38.93,80,72,10.11
527,Vagur,FO,2022-03-29 07:10:12,61.4732,-6.8119,36.64,59,100,18.75
528,Rio Grande,BR,2022-03-29 07:10:13,-32.035,-52.0986,61.95,77,0,15.66
529,Dutlwe,BW,2022-03-29 07:10:13,-23.9833,23.9,70.52,53,0,17.38
530,Alta Floresta,BR,2022-03-29 07:10:13,-9.8756,-56.0861,69.49,98,100,1.7
531,Grasse,FR,2022-03-29 07:10:14,43.6667,6.9167,53.1,45,0,4.61
532,Zhigansk,RU,2022-03-29 07:10:14,66.7697,123.3711,13.48,77,100,6.35
533,Chapais,CA,2022-03-29 07:10:14,49.7834,-74.8492,1.89,94,100,7.4
534,Sao Joao Do Piaui,BR,2022-03-29 07:10:14,-8.3581,-42.2467,74.32,80,100,3.6
535,Kropotkin,RU,2022-03-29 07:07:26,45.4375,40.5756,47.34,42,0,15.64
536,Shieli,KZ,2022-03-29 07:10:15,44.1667,66.75,41.7,38,100,27.92
537,Ndioum,SN,2022-03-29 07:10:15,16.5129,-14.6471,72.03,50,94,12.41
538,Mount Isa,AU,2022-03-29 07:06:30,-20.7333,139.5,92.97,15,8,13.8
539,Sale,MA,2022-03-29 07:10:15,34.0389,-6.8166,59.68,100,100,0.0
540,Castleisland,IE,2022-03-29 07:10:16,52.2333,-9.4667,43.74,90,0,1.61
541,Inongo,CD,2022-03-29 07:10:16,-1.95,18.2667,73.85,86,98,4.21
542,Luziania,BR,2022-03-29 07:09:08,-16.2525,-47.9503,71.29,70,52,2.89
543,Hunterville,NZ,2022-03-29 07:10:16,-39.9333,175.5667,64.69,96,89,3.65
544,Kimovsk,RU,2022-03-29 07:10:17,53.9716,38.5319,33.44,95,76,14.65
545,Kuytun,RU,2022-03-29 07:10:17,54.3419,101.5036,26.11,78,73,0.85
546,Moerai,PF,2022-03-29 07:10:17,-22.4333,-151.3333,81.09,71,100,5.95
547,Tirumullaivasal,IN,2022-03-29 07:10:18,11.2333,79.8333,91.42,57,10,12.75
548,General Pico,AR,2022-03-29 07:07:39,-35.6566,-63.7568,63.25,74,5,4.76
549,Tarko-Sale,RU,2022-03-29 07:10:18,64.9225,77.785,28.69,90,100,20.51
550,Dedovichi,RU,2022-03-29 07:10:18,57.5517,29.9502,23.7,80,100,6.42
551,Korla,CN,2022-03-29 07:10:19,41.7597,86.1469,59.43,22,100,5.75
552,Baft,IR,2022-03-29 07:11:19,29.234,56.6057,61.63,11,0,4.0
553,Baykit,RU,2022-03-29 07:11:19,61.67,96.37,28.47,74,100,5.57
554,Isangel,VU,2022-03-29 07:11:20,-19.55,169.2667,80.74,84,95,8.14
555,Satuk,TR,2022-03-29 07:11:20,41.2263,32.3836,46.18,57,97,3.98
556,Hilton Head Island,US,2022-03-29 07:11:20,32.2163,-80.7526,60.98,60,0,5.75
557,Bahia De Caraquez,EC,2022-03-29 07:11:21,-0.6,-80.4167,77.18,91,100,2.04
558,Moron,AR,2022-03-29 07:11:21,-34.6534,-58.6198,71.49,79,0,5.75
559,Coihaique,CL,2022-03-29 07:11:21,-45.5752,-72.0662,36.21,93,0,3.44
560,Alihe,CN,2022-03-29 07:11:22,50.5667,123.7167,32.4,39,100,13.09
561,Manzhouli,CN,2022-03-29 07:11:22,49.6,117.4333,32.2,13,0,17.27
562,Vaitape,PF,2022-03-29 07:11:22,-16.5167,-151.75,82.33,74,12,18.28
563,Shubarkuduk,KZ,2022-03-29 07:11:23,49.1447,56.4872,26.22,80,94,22.73
564,Pimentel,PE,2022-03-29 07:11:23,-6.8367,-79.9342,69.44,86,69,11.12
565,Linkoping,SE,2022-03-29 07:11:23,58.4109,15.6216,33.78,57,0,9.22
566,Nouadhibou,MR,2022-03-29 07:11:24,20.931,-17.0347,64.02,89,0,13.91
567,Caravelas,BR,2022-03-29 07:11:24,-17.7125,-39.2481,74.59,90,94,4.56
568,Katherine,AU,2022-03-29 07:11:24,-14.4667,132.2667,98.92,20,40,8.05
569,Gbarnga,LR,2022-03-29 07:11:25,6.9956,-9.4722,72.43,96,96,0.94
570,Birnin Kebbi,NG,2022-03-29 07:11:25,12.4539,4.1975,75.45,6,11,13.4
571,Micheweni,TZ,2022-03-29 07:11:25,-4.9667,39.8333,85.59,67,89,2.57
572,Hay River,CA,2022-03-29 07:11:25,60.8156,-115.7999,-0.44,85,40,5.75
573,Ardabil,IR,2022-03-29 07:06:37,38.2498,48.2933,31.55,86,40,4.61
574,Dolores,AR,2022-03-29 07:11:26,-36.3132,-57.6792,59.85,91,4,8.77
575,Marsh Harbour,BS,2022-03-29 07:11:26,26.5412,-77.0636,72.54,66,24,7.99
576,Marigot,MF,2022-03-29 07:11:26,18.0667,-63.0833,77.04,76,52,10.65
577,Neiafu,TO,2022-03-29 07:11:27,-18.65,-173.9833,81.72,78,100,12.53
578,Tamiahua,MX,2022-03-29 07:11:27,21.2667,-97.45,67.24,96,20,2.71
579,Charcas,MX,2022-03-29 07:11:27,23.1333,-101.1167,58.28,47,53,5.12
580,San Matias,BO,2022-03-29 07:11:27,-16.3667,-58.4,73.62,92,58,3.47
581,Kandy,LK,2022-03-29 07:07:44,7.2955,80.6356,92.17,39,15,2.28
582,Tibati,CM,2022-03-29 07:11:28,6.4667,12.6333,77.31,15,8,2.55
